series_id,mean_abs_rel_change,ofv_reference_params,ofv_recalibrated,recalib_snw_dth,recalib_snw_att,recalib_snw_pmf,recalib_snw_amf,recalib_sl0_dth,recalib_sl0_pwp,recalib_sl0_fcy,recalib_sl0_bt0,recalib_urr_dth,recalib_lrr_dth,recalib_urr_wsr,recalib_urr_ulc,recalib_urr_tdh,recalib_urr_tdr,recalib_urr_ndr,recalib_urr_uct,recalib_lrr_dre,recalib_lrr_lct
1126,0.1569325,0.24792763590812683,0.24992886185646057,0.0,0.55424434,0.8895936,0.063737735,97.530495,697.9218,153.64145,2.9759836,1.0285687,2.3908339,0.99994856,0.1851896,24.539742,0.8713428,3.983065e-06,6.2281924e-06,0.007531462,2.332731e-08
1127,0.14927275,0.21227601170539856,0.21630428731441498,0.0,0.53952,0.84847254,0.061724138,99.56813,699.7939,154.5596,3.1324096,2.1633675,1.2226678,0.99972355,0.18488438,76.68105,0.22642668,5.014873e-07,4.219617e-06,0.007802958,6.047003e-08
1128,0.15978238,0.24045102298259735,0.22528859972953796,0.0,-0.00741683,0.42434847,0.017118488,99.53711,119.02888,149.35593,3.4903123,1.9219084,0.8293606,0.99995834,0.1257238,100.036415,0.7620902,2.7065857e-08,0.0005601406,0.011284244,5.2121864e-05
1129,0.15301812,0.24194981157779694,0.2416582554578781,0.0,0.08937333,0.60873467,0.031942092,99.99314,699.29,159.97934,3.1665006,2.6003692,0.7322252,0.9999564,0.17968485,71.63735,0.37701064,6.982305e-08,6.97122e-08,0.008706445,2.0604341e-08
1130,0.15643941,0.23042239248752594,0.22843486070632935,0.0,0.0894081,0.58553314,0.032054894,99.99514,699.7485,159.0532,3.2649376,2.2906303,0.94962966,0.9999904,0.20130222,130.65085,0.3232053,3.1413702e-08,4.4431427e-08,0.00883671,2.246476e-09
1131,0.15650849,0.2528904378414154,0.25177159905433655,0.0,0.6712288,0.9044408,0.06390915,99.38284,699.7561,150.84123,3.4153354,2.348247,1.249229,0.99974996,0.18908854,139.05896,0.2784972,1.1016676e-07,2.229908e-08,0.0075402213,7.927337e-09
1132,0.15456831,0.22590942680835724,0.2084391862154007,0.0,-0.0073373597,0.4014462,0.017624374,99.412735,39.1788,142.33064,3.8126125,1.33697,1.5158247,0.99997836,0.16136445,137.97269,0.38586485,1.2308707e-06,0.00020171796,0.010016756,0.00051627366
1133,0.15587887,0.2521882653236389,0.23058168590068817,0.0,-0.007114624,0.3443471,0.020505501,98.21098,205.65398,140.53098,4.447187,2.5042727,0.58073264,0.9999446,0.13417356,113.43494,0.5445881,6.4833614e-08,0.0035204343,0.0108473245,0.00089305465
1134,0.15644097,0.22921304404735565,0.22891899943351746,0.0,0.08874063,0.5905342,0.036207184,99.94586,638.54974,160.81923,3.0601172,1.8777401,1.510478,0.99842966,0.19948736,121.26401,0.22140862,1.574554e-06,1.6034298e-07,0.008733664,1.6984875e-07
1135,0.1543718,0.24873481690883636,0.23700550198554993,0.0,-0.0069940407,0.41502982,0.018052662,61.283623,201.76253,112.532265,2.4689698,2.0706768,1.2158592,0.9961221,0.1379443,16.45836,0.13915282,2.7296712e-06,0.010045707,0.009984453,3.7036076e-05
1136,0.15307619,0.25512513518333435,0.2280016392469406,0.0,-0.005958891,0.36117125,0.020084435,99.08675,70.06056,139.71446,4.203091,2.664745,0.2569317,0.9993556,0.1267165,72.46252,0.49875233,6.9197563e-07,0.004538807,0.011359158,0.00053358317
1137,0.15705848,0.2133350372314453,0.21152614057064056,0.0,0.55408055,0.84040874,0.06269311,72.00387,673.2843,125.58492,2.755095,2.2323585,1.3469483,0.997914,0.20640023,21.347366,0.09986921,6.0464645e-06,1.2823004e-05,0.008069821,3.960216e-08
1138,0.15908147,0.23756763339042664,0.23733142018318176,0.0,0.5430569,0.8224755,0.056725346,99.08802,691.4127,150.81306,3.310529,1.0743568,2.351311,0.9966021,0.18501331,10.894819,0.010024296,4.9108767e-06,9.746386e-06,0.007437668,2.896056e-07
1139,0.15431927,0.23617234826087952,0.23396462202072144,0.0,0.53970283,0.7716455,0.0602391,99.81007,696.6002,152.73975,3.3715374,1.5692852,1.8719565,0.99963856,0.18615577,40.718685,0.8113852,1.6197016e-06,4.261697e-06,0.008038351,9.1436036e-08
1140,0.15761742,0.22180117666721344,0.22339965403079987,0.0,0.5428409,0.8211664,0.0609868,98.50605,699.7562,152.3349,3.198585,2.506576,1.1492846,0.9987743,0.20156871,21.857618,0.1980871,7.72996e-06,4.1770477e-06,0.0076536937,1.4718246e-07
1141,0.1551495,0.23447781801223755,0.23367701470851898,0.0,0.08936642,0.5973312,0.03435313,97.244026,666.6002,157.45006,3.090791,2.9421976,0.4864974,0.99617386,0.18067324,19.066822,0.17046905,1.0247354e-08,3.0191013e-06,0.008467111,5.8111617e-08
1142,0.15547246,0.24904164671897888,0.23918476700782776,0.0,-0.00659176,0.42448872,0.017282195,87.04694,65.37103,137.28502,2.9749093,1.7376329,0.90914506,0.99928147,0.14503673,16.524149,0.697081,8.360486e-07,0.0027541737,0.011388084,0.00023164733
1143,0.15518561,0.22824785113334656,0.22909054160118103,0.0,0.67422646,0.94235176,0.06577106,99.985794,698.2696,153.37798,3.2082295,2.1513932,1.3365142,0.9997964,0.18746325,25.465498,0.22991292,4.03244e-08,8.647749e-07,0.0076000653,1.8065652e-08
1144,0.15488277,0.2572898268699646,0.24318689107894897,0.0,-0.0072707604,0.40379202,0.017324796,97.38518,76.38942,140.54095,3.551137,2.1939495,0.7144298,0.9998029,0.12901539,98.95519,0.46830165,1.6846292e-06,0.008426605,0.010561336,5.2746265e-05
1145,0.15620483,0.23802155256271362,0.23744146525859833,0.0,0.5398272,0.77802664,0.06114958,94.32364,690.3137,148.58408,3.0929604,2.412617,1.0664537,0.9996439,0.146605,24.639488,0.16743766,6.432188e-08,7.654915e-06,0.007978224,2.710268e-07
1146,0.15391062,0.24386310577392578,0.23644883930683136,0.0,-0.00725041,0.41129807,0.018744597,98.73238,67.2084,143.84912,3.4918404,1.834185,0.9380721,0.9998297,0.13573006,78.65308,0.5828038,8.453637e-07,0.006644406,0.010782117,7.7988516e-05
1147,0.15422474,0.24466367065906525,0.23770223557949066,0.0,-0.007490129,0.42719325,0.017364647,96.53368,115.900055,143.60942,3.4169693,2.2871423,0.55275357,0.99998164,0.13871907,69.80442,0.35492185,9.736274e-07,0.0057801413,0.010816397,0.0001071717
1148,0.15298502,0.25203371047973633,0.23122555017471313,0.0,-0.0072488594,0.35285288,0.020129215,96.51124,237.02238,139.82031,4.377529,2.8245316,0.27669343,0.99967223,0.12878968,39.09952,0.7591276,5.490391e-07,0.007037235,0.0107023455,0.00053944066
1149,0.15400682,0.2324618697166443,0.23256389796733856,0.0,0.5429542,0.8245469,0.060411017,99.58859,699.6375,152.66444,3.2659245,1.1483195,2.4814112,0.99989444,0.16491722,20.834984,0.010666091,7.808398e-07,9.949273e-07,0.0073152846,3.3371027e-08
1150,0.15241882,0.2374546080827713,0.21308961510658264,0.0,-0.007437747,0.39086717,0.019758282,99.74265,17.351372,146.8739,3.6941667,1.7486318,0.88555634,0.9994287,0.114864804,150.93115,0.54291195,4.4504986e-09,0.00067452324,0.011712441,0.00026254158
1151,0.15878701,0.2443377673625946,0.22787843644618988,0.0,-0.0060732383,0.4119139,0.019883601,73.65632,86.707275,122.40097,2.7213893,1.5614419,1.3590432,0.998829,0.13402501,15.030607,0.038168516,6.704006e-08,0.00047246562,0.010232397,0.00024895245
1152,0.15808594,0.24202017486095428,0.24143236875534058,0.0,0.6711999,0.92683846,0.0648865,96.140305,698.5521,146.26883,3.498323,2.4372523,1.2511413,0.99962085,0.17849118,66.49051,0.10607244,9.900178e-07,3.7678894e-06,0.007506903,7.2390286e-08
1153,0.15499407,0.24276624619960785,0.24537870287895203,0.0,0.76359874,1.061261,0.0742407,96.39589,696.0929,149.78961,3.0499492,2.735367,0.807921,0.99911344,0.17774062,76.911644,0.62294436,4.6518508e-07,2.8933562e-06,0.0075057843,6.272783e-09
1154,0.15451576,0.20652218163013458,0.20700106024742126,0.0,0.67515785,1.0139475,0.06620151,99.94149,692.4316,156.08134,2.9693058,1.8607904,1.6406518,0.9998634,0.19412573,168.83037,0.7300613,8.606386e-07,6.7964497e-06,0.007692925,2.760593e-07
1155,0.15863194,0.23283635079860687,0.2286032885313034,0.0,0.7652569,0.9858356,0.076217555,99.49702,698.84766,151.63316,3.3940163,2.9688132,0.68869597,0.99996793,0.1792542,92.43931,0.53612125,1.0495978e-07,4.6885066e-07,0.0078396965,5.099512e-09
