generation,n_eval,obj_min,obj_median,obj_max,best_obj_in_generation
288,180,0.0949941873550415,0.13878005743026733,13.688984870910645,0.0949941873550415
289,180,0.09414666891098022,0.28955212235450745,9.712066650390625,0.09414666891098022
290,180,0.09450745582580566,0.10557231307029724,9.791301727294922,0.09450745582580566
291,180,0.09449970722198486,0.10787490010261536,10.55813980102539,0.09449970722198486
292,180,0.09358912706375122,0.10160428285598755,13.935625076293945,0.09358912706375122
293,180,0.09396320581436157,0.5462389886379242,12.0647611618042,0.09396320581436157
294,180,0.09406423568725586,0.26814964413642883,10.82764720916748,0.09406423568725586
295,180,0.09430110454559326,0.13752302527427673,21.835918426513672,0.09430110454559326
296,180,0.09386575222015381,0.12455934286117554,10.025035858154297,0.09386575222015381
297,180,0.09393000602722168,0.11890339851379395,10.305130958557129,0.09393000602722168
298,180,0.09385532140731812,0.14595746994018555,11.701820373535156,0.09385532140731812
299,180,0.09421813488006592,0.35223665833473206,12.412881851196289,0.09421813488006592
300,180,0.09401518106460571,0.2706504464149475,17.142972946166992,0.09401518106460571
301,180,0.09349489212036133,0.15898862481117249,12.828908920288086,0.09349489212036133
302,180,0.09361386299133301,0.09887585043907166,12.081480979919434,0.09361386299133301
303,180,0.09362667798995972,0.10270553827285767,14.306137084960938,0.09362667798995972
304,180,0.0935778021812439,0.09644818305969238,10.443408012390137,0.0935778021812439
305,180,0.09362852573394775,0.10995262861251831,11.64216423034668,0.09362852573394775
306,180,0.09359109401702881,0.09677708148956299,10.884510040283203,0.09359109401702881
307,180,0.09344285726547241,0.09927096962928772,11.681793212890625,0.09344285726547241
308,180,0.09326368570327759,0.09718459844589233,9.88785457611084,0.09326368570327759
309,180,0.09324479103088379,0.09770151972770691,9.451876640319824,0.09324479103088379
310,180,0.09328514337539673,0.10624861717224121,9.886204719543457,0.09328514337539673
311,180,0.09326803684234619,1.4516468048095703,12.388656616210938,0.09326803684234619
312,180,0.09385007619857788,1.6666669249534607,12.25925350189209,0.09385007619857788
313,180,0.09359395503997803,1.557586669921875,13.268869400024414,0.09359395503997803
314,180,0.09315884113311768,0.5395956039428711,13.303831100463867,0.09315884113311768
315,180,0.09327208995819092,0.16797247529029846,11.410070419311523,0.09327208995819092
316,180,0.093231201171875,0.22999665141105652,12.146171569824219,0.093231201171875
317,180,0.09319114685058594,0.10764539241790771,13.728206634521484,0.09319114685058594
318,180,0.0931854248046875,0.1103825569152832,12.652070045471191,0.0931854248046875
319,180,0.09318280220031738,0.11346498131752014,12.555713653564453,0.09318280220031738
320,180,0.09323340654373169,0.09903073310852051,14.060050010681152,0.09323340654373169
321,180,0.09294641017913818,0.11211267113685608,12.133210182189941,0.09294641017913818
322,180,0.09297263622283936,0.11861443519592285,9.478808403015137,0.09297263622283936
323,180,0.0933067798614502,0.9241401255130768,15.14489459991455,0.0933067798614502
