generation,n_eval,obj_min,obj_median,obj_max,best_obj_in_generation
355,180,0.09279108047485352,1.273461639881134,14.317978858947754,0.09279108047485352
356,180,0.09258967638015747,1.2051932215690613,13.019562721252441,0.09258967638015747
357,180,0.09287339448928833,1.3337243795394897,11.51328182220459,0.09287339448928833
358,180,0.09270578622817993,1.180892825126648,11.708062171936035,0.09270578622817993
359,180,0.09261232614517212,1.1810505390167236,12.50187873840332,0.09261232614517212
360,180,0.09264099597930908,0.6773777008056641,11.09446907043457,0.09264099597930908
361,180,0.09266096353530884,1.4889020323753357,13.937782287597656,0.09266096353530884
362,180,0.09266382455825806,0.7268731594085693,11.1195650100708,0.09266382455825806
363,180,0.09253507852554321,0.7345000803470612,11.410871505737305,0.09253507852554321
364,180,0.09261429309844971,0.43240684270858765,13.043010711669922,0.09261429309844971
365,180,0.09261691570281982,0.12678751349449158,12.88851547241211,0.09261691570281982
366,180,0.09261620044708252,0.23993408679962158,11.251877784729004,0.09261620044708252
367,180,0.09252560138702393,0.2029527723789215,11.575765609741211,0.09252560138702393
368,180,0.09260940551757812,0.3070661425590515,9.953156471252441,0.09260940551757812
369,180,0.09264463186264038,0.4100525677204132,11.175284385681152,0.09264463186264038
370,180,0.09262841939926147,0.5362738370895386,25.029539108276367,0.09262841939926147
371,180,0.09264540672302246,0.3574535846710205,13.128637313842773,0.09264540672302246
372,180,0.09288525581359863,0.9728560745716095,10.81767749786377,0.09288525581359863
373,180,0.09259665012359619,1.0821187496185303,13.437201499938965,0.09259665012359619
374,180,0.09289133548736572,0.2728614807128906,12.914116859436035,0.09289133548736572
375,180,0.09266018867492676,0.7763593792915344,15.069391250610352,0.09266018867492676
376,180,0.09249091148376465,0.2643883228302002,10.763211250305176,0.09249091148376465
377,180,0.0926617980003357,1.079380452632904,13.804102897644043,0.0926617980003357
378,180,0.09266245365142822,0.8695993423461914,15.328529357910156,0.09266245365142822
379,180,0.09267318248748779,0.7450059056282043,10.341507911682129,0.09267318248748779
380,180,0.09277880191802979,1.090733528137207,12.361379623413086,0.09277880191802979
381,180,0.09262913465499878,1.1188968420028687,17.116416931152344,0.09262913465499878
382,180,0.09263956546783447,0.373740017414093,10.536048889160156,0.09263956546783447
383,180,0.09253323078155518,0.25443845987319946,11.847550392150879,0.09253323078155518
384,180,0.09246188402175903,0.26969972252845764,13.379378318786621,0.09246188402175903
385,180,0.092582106590271,0.14557573199272156,12.160406112670898,0.092582106590271
386,180,0.09255141019821167,0.10005980730056763,10.962676048278809,0.09255141019821167
387,180,0.09251034259796143,0.10485062003135681,11.110158920288086,0.09251034259796143
388,180,0.09249085187911987,0.10166981816291809,9.615341186523438,0.09249085187911987
389,180,0.09254491329193115,0.14798197150230408,11.300436019897461,0.09254491329193115
390,180,0.09256535768508911,0.09450370073318481,10.449499130249023,0.09256535768508911
391,180,0.09250396490097046,0.10058492422103882,12.10732364654541,0.09250396490097046
392,180,0.09249758720397949,0.09772089123725891,11.577829360961914,0.09249758720397949
393,180,0.0925750732421875,0.11380648612976074,17.647077560424805,0.0925750732421875
394,180,0.09255939722061157,0.10668659210205078,10.578269958496094,0.09255939722061157
395,180,0.09242862462997437,0.10288536548614502,10.336701393127441,0.09242862462997437
396,180,0.09249085187911987,0.1045563817024231,10.56745719909668,0.09249085187911987
397,180,0.09249693155288696,0.11535829305648804,8.310342788696289,0.09249693155288696
398,180,0.09250152111053467,0.15262484550476074,11.061433792114258,0.09250152111053467
399,180,0.09253090620040894,0.15743622183799744,10.622425079345703,0.09253090620040894
400,180,0.09243255853652954,0.1283227801322937,9.871438980102539,0.09243255853652954
401,180,0.09255093336105347,0.12036499381065369,9.508870124816895,0.09255093336105347
402,180,0.09262722730636597,0.2339339554309845,11.276851654052734,0.09262722730636597
403,180,0.09249347448348999,0.21007949113845825,14.9869384765625,0.09249347448348999
404,180,0.09251713752746582,0.131002277135849,11.895805358886719,0.09251713752746582
405,180,0.09244763851165771,0.10679107904434204,9.186128616333008,0.09244763851165771
406,180,0.0924227237701416,0.14252254366874695,12.83145523071289,0.0924227237701416
407,180,0.09252893924713135,0.878608226776123,14.342392921447754,0.09252893924713135
408,180,0.0924675464630127,0.3292229473590851,10.932380676269531,0.0924675464630127
409,180,0.09248483180999756,0.3878101706504822,12.57222843170166,0.09248483180999756
410,180,0.09256130456924438,0.9999713599681854,11.713624000549316,0.09256130456924438
411,180,0.0924527645111084,0.6785163283348083,10.90733814239502,0.0924527645111084
412,180,0.09245806932449341,0.35916125774383545,11.388907432556152,0.09245806932449341
413,180,0.09251010417938232,0.4041757881641388,16.940187454223633,0.09251010417938232
414,180,0.0924687385559082,0.294297456741333,11.367514610290527,0.0924687385559082
415,180,0.09243488311767578,0.25681015849113464,10.514342308044434,0.09243488311767578
416,180,0.09243357181549072,0.28547385334968567,11.850464820861816,0.09243357181549072
417,180,0.09239178895950317,0.15668678283691406,11.60987663269043,0.09239178895950317
418,180,0.09252870082855225,0.310737669467926,16.098709106445312,0.09252870082855225
419,180,0.09247207641601562,0.31499674916267395,21.0526180267334,0.09247207641601562
